Survey_ID,Lat,Long,Zip,City,County,Status,elevation,dist_to_spill,Q37_EDU,Q40_INCOME,Q1_Overall,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q2_f,Q2_g,Q2_h,Q2_i,Q2_j,Q2_k,Q3,Q4,Q10_a,Q10_b,Q10_c,Q10_d,Q10_e,Q11_a,Q11_b,Q11_c,Q11_d,Q11_e,Q11_f,Q11_g,Q11_h,Q11_i,Q11_j,Q11_k,Q12_a,Q12_b,Q12_c,Q12_d,Q12_e,Q13_a,Q13_b,Q13_c,Q13_d,Q13_e,Q13_f,Q13_g,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14_f,Q14_g,Q14_h,Q14_i,Q15_a,Q15_b,Q15_c,Q16_a,Q16_b,Q16_c,Q16_d,Q16_e,Q16_f,Q16_g,Q16_h,Q16_i,Q16_j,Q16_k,Q16_l,Q16_m,Q16_n,Q16_o,Q16_p,Q17_a,Q17_b,Q17_c,Q17_d,Q17_e,Q17_f,Q17_g,Q17_h,Q17_i,Q17_j,Q17_k,Q19_a,Q19_b,Q19_c,Q19_d,Q19_e,Q19_f,Q19_g,Q19_h,Q19_i,Q20_a,Q20_b,Q20_c,Q20_d,Q20_e,Q21,Q22_a,Q22_b,Q22_c,Q22_d,Q22_e,Q22_f,Q23,Q24,Q25,Q26_a,Q26_b,Q26_c,Q26_d,Q26_e,Q26_f,Q26_g,Q26_h
483,37.67438900000,-80.88621600000,25951,Hinton,Summers,Distressed,461,99710.8,3,1,3,3,1,3,2,2,2,4,3,1,3,5,3,3,1,5,3,1,3,1,1,4,4,4,4,2,2,4,4,4,1,2,2,1,1,5,4,3,3,2,3,1,3,1,3,3,1,4,2,5,2,2,2,2,4,5,1,1,4,3,3,2,3,5,3,4,5,0,5,3,4,0,3,3,3,3,3,3,2,3,4,3,2,3,5,3,2,1,3,1,3,3,3,3,3,2,3,3,4,4,1,1,4,3,3,4,3,2,3,4,1,4,3
484,37.81640625000,-81.23290252690,25951,Hinton,Summers,Distressed,675,69537.1,5,2,3,4,1,3,3,3,2,4,3,2,3,4,4,4,2,4,1,4,4,2,2,4,4,4,4,2,2,4,4,4,4,2,2,3,5,4,2,3,3,3,3,3,4,4,4,4,2,4,2,4,2,2,2,2,4,3,3,2,2,4,2,3,2,2,3,2,4,3,3,4,4,4,3,3,3,3,2,4,,,0,3,4,4,4,4,4,4,4,4,2,4,4,2,2,2,4,4,4,4,3,2,2,4,4,2,4,2,2,2,2,2,2
485,37.86520385740,-81.19680023190,25951,Hinton,Summers,Distressed,722,66465.9,7,4,3,3,2,2,4,4,2,3,2,3,2,0,3,2,5,4,4,3,3,4,3,2,3,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,2,3,3,2,4,3,4,4,3,4,3,4,3,2,2,2,3,4,3,3,3,4,3,4,2,3,4,4,4,3,3,3,3,2,2,3,2,3,3,4,,,0,3,4,2,2,3,2,4,4,3,4,2,4,2,4,2,3,2,2,2,2,2,4,4,4,3,4,4,4,3,1,4,4
486,37.39100646970,-81.04170227050,25958,Charmco,Greenbrier,Transitional,772,119354.1,3,3,4,2,3,4,1,1,3,4,4,1,3,3,4,3,4,1,4,4,4,2,1,3,4,4,4,2,2,4,4,4,3,3,2,3,3,5,4,3,3,2,2,1,2,2,4,3,2,5,3,4,2,2,2,2,3,4,3,2,4,4,2,3,2,4,3,2,4,3,4,3,4,3,3,3,3,2,1,4,,,0,4,4,2,3,4,4,4,4,4,2,3,4,3,3,3,4,4,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3
487,37.85110473630,-80.44660186770,25962,Rainelle,Greenbrier,Transitional,703,116838.4,6,3,3,4,1,2,4,4,1,4,2,4,4,4,4,3,5,1,2,3,2,1,1,2,4,4,5,1,1,5,5,5,4,4,4,4,5,4,5,2,2,2,4,2,4,2,4,4,2,5,3,5,3,2,2,2,5,4,2,1,4,5,4,4,4,3,3,4,5,4,2,3,4,2,1,4,4,1,2,4,,,0,2,4,2,4,3,2,4,4,4,5,1,1,2,5,2,3,2,1,1,1,2,4,5,5,5,5,5,4,3,2,5,4
488,37.85110473630,-80.44660186770,25962,Rainelle,Greenbrier,Transitional,703,116838.4,3,5,4,4,2,4,2,4,2,4,3,2,3,4,4,3,1,2,2,4,3,4,5,3,3,4,2,3,4,4,3,4,1,1,4,1,1,5,4,3,3,2,3,1,4,4,4,4,2,4,2,4,2,2,2,1,4,5,5,1,2,4,5,3,3,3,5,4,4,2,3,4,4,4,4,3,3,4,2,5,,,0,4,4,3,2,4,4,4,4,4,2,3,3,2,3,2,5,4,4,4,1,1,2,1,2,1,2,4,1,1,1,4,1
489,37.65540000000,-80.97423000000,25969,Jumping Branch,Summers,Distressed,716,96718.1,6,6,2,5,1,1,5,5,1,3,1,4,5,3,5,4,1,4,1,4,1,5,5,1,1,4,1,5,5,2,1,1,5,5,5,5,1,1,3,1,1,2,5,5,4,4,5,5,3,5,4,5,3,0,0,0,4,3,5,1,1,5,2,5,1,3,5,5,5,1,5,5,3,1,1,1,1,1,1,5,,,0,1,1,1,3,1,1,1,1,1,5,1,5,1,5,2,3,2,1,1,1,1,5,4,5,4,5,5,5,5,5,5,5
490,37.65631600000,-80.97745300000,25969,Jumping Branch,Summers,Distressed,702,96472.3,8,0,2,5,1,1,4,1,1,3,1,4,5,3,3,1,2,4,2,4,1,2,2,4,5,5,5,1,2,5,4,5,2,3,3,2,2,4,3,3,3,3,2,1,4,3,4,1,1,3,3,2,1,1,3,3,4,4,4,1,1,5,2,5,1,1,4,2,3,1,5,3,5,2,2,2,2,2,1,0,1,1,4,4,4,3,4,4,3,3,4,4,5,3,2,4,4,2,5,5,5,5,3,1,4,1,1,1,4,2,4,3,3,3,3
491,38.30479431150,-81.75769805910,25969,Jumping Branch,Summers,Distressed,344,14967.4,5,4,3,4,1,1,3,3,1,5,2,2,2,5,5,4,2,4,1,3,3,4,4,1,3,2,2,4,4,2,1,2,4,4,5,2,4,5,5,4,4,4,2,2,5,4,5,5,2,4,3,5,3,0,0,1,4,4,4,2,2,2,3,4,2,2,5,2,4,2,4,3,2,4,2,2,2,1,1,5,,,0,4,4,2,4,4,4,4,4,4,3,4,2,4,2,2,5,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,4
492,37.65787900000,-80.97342000000,25969,Jumping Branch,Summers,Distressed,720,96533.5,3,5,4,3,2,3,4,2,4,5,4,1,2,5,4,3,4,0,2,5,4,3,2,2,4,5,5,2,4,5,4,4,2,3,4,2,2,5,4,4,4,2,2,1,4,2,5,4,1,5,4,5,2,2,2,1,4,3,2,1,2,5,2,4,1,4,3,4,5,1,5,3,4,4,3,3,2,3,3,3,1,3,3,4,3,0,5,3,3,4,4,4,3,3,4,2,3,2,4,3,4,4,3,2,3,3,3,3,2,3,2,2,1,2,2
493,37.65540000000,-80.97423000000,25969,Jumping Branch,Summers,Distressed,716,96718.1,7,3,5,3,3,4,3,3,2,5,3,1,3,5,4,4,3,1,1,5,5,1,1,5,4,4,4,1,1,4,4,4,2,3,3,1,3,4,4,3,3,2,3,1,4,2,4,3,4,4,4,4,2,2,2,2,3,4,2,1,1,5,2,4,2,4,3,2,4,4,4,1,0,3,3,3,3,3,3,3,,,0,3,3,3,5,4,3,4,4,4,2,3,3,4,3,2,3,4,5,5,3,3,3,1,3,2,3,4,4,2,3,3,3
494,37.39100646970,-81.04170227050,25971,Lerona,Mercer,At_Risk,772,119354.1,6,0,3,4,2,2,2,2,2,4,3,2,3,4,3,3,1,5,2,3,2,4,4,4,2,4,2,4,4,4,2,2,4,2,4,3,3,3,3,2,2,4,3,4,4,4,4,4,3,4,3,4,3,1,1,1,4,3,5,1,1,4,3,5,4,2,5,4,4,2,5,5,3,3,3,3,2,1,1,2,,,0,3,3,3,3,4,3,3,2,3,3,4,2,2,2,3,4,5,5,5,4,2,3,3,3,2,2,4,3,3,2,3,3
495,37.49067000000,-80.97956000000,25971,Lerona,Mercer,At_Risk,781,111970.1,3,2,4,1,4,3,0,1,4,5,3,1,2,5,5,4,4,1,1,3,4,0,2,5,5,4,4,2,2,4,4,4,1,1,1,1,1,5,4,4,4,2,2,1,1,1,2,2,2,3,2,2,2,2,2,2,3,2,3,1,4,1,2,2,4,4,2,2,5,3,5,3,3,1,2,2,2,1,1,3,,,0,2,4,4,4,4,3,4,4,4,2,4,2,3,4,2,4,5,4,3,4,2,2,1,1,4,3,3,3,2,2,3,3
496,37.85644400000,-80.85416400000,25976,Meadow Bridge,Fayette,Distressed,753,87121.2,3,1,4,3,3,4,3,3,3,4,4,2,2,4,3,3,1,1,1,5,2,3,3,3,4,5,3,3,3,3,3,4,3,3,3,3,3,5,5,3,3,3,3,2,4,4,4,3,3,4,2,2,2,2,2,2,4,2,4,2,2,4,2,4,2,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,2,3,3,2,3,2,3,3,3,3,3,3,3,3,4,3,3,2,3,2,2,2,2
497,38.29440307620,-81.60959625240,25976,Meadow Bridge,Fayette,Distressed,289,8277.1,6,2,4,3,2,4,3,2,4,2,3,2,3,2,5,3,2,2,3,4,2,3,3,3,3,4,3,3,4,4,3,3,3,4,3,3,2,4,4,3,3,3,3,1,4,3,3,4,4,4,3,3,2,2,2,2,3,2,4,1,3,4,2,4,2,3,3,3,4,1,4,4,0,3,3,3,4,4,4,4,,,0,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,3,5,2,1,3,3
498,37.86113000000,-80.85568000000,25976,Meadow Bridge,Fayette,Distressed,744,86680.1,3,2,5,2,4,4,3,3,3,5,3,3,3,5,4,4,2,2,5,5,5,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,1,5,3,5,3,3,5,3,5,3,2,2,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,1,4,,,0,2,2,3,5,5,2,4,5,5,3,3,3,3,3,1,4,5,3,3,3,3,3,1,3,0,0,0,0,0,0,0,0
499,37.50933000000,-80.89722000000,25979,Pipestem,Summers,Distressed,643,113962.8,7,0,3,4,2,2,3,4,2,3,2,4,4,2,3,2,2,2,1,4,2,4,5,2,3,5,2,4,4,2,2,4,2,4,4,3,1,3,5,3,3,2,4,3,3,4,4,3,2,5,3,5,3,2,0,0,3,3,3,2,4,5,3,5,4,3,3,4,3,4,2,4,2,1,1,1,3,2,1,4,,,0,1,4,3,3,3,2,4,4,3,4,3,2,2,3,1,4,4,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0
500,37.54547300000,-80.96576800000,25979,Pipestem,Summers,Distressed,758,107340.9,3,2,3,3,3,3,2,2,3,4,3,2,3,4,3,3,5,1,2,3,2,1,1,2,2,4,3,1,1,5,5,5,1,2,2,2,3,5,4,3,3,1,3,1,2,2,5,3,2,2,2,3,1,2,2,3,3,5,4,1,1,5,1,4,4,2,3,3,3,0,4,3,0,3,3,3,2,3,4,4,1,3,3,3,3,3,4,4,3,4,4,4,2,4,3,3,3,1,5,5,5,5,4,4,3,4,2,3,3,2,3,3,2,1,3
501,37.39100646970,-81.04170227050,25981,Quinwood,Greenbrier,Transitional,772,119354.1,3,1,3,4,2,2,4,3,2,5,2,3,4,4,5,4,3,1,1,3,4,4,4,2,2,3,2,3,4,3,3,4,4,4,4,1,5,2,3,2,2,3,4,4,3,3,3,3,4,1,3,2,3,2,2,0,4,2,3,3,3,2,3,4,5,3,3,3,3,3,4,3,2,1,3,3,2,1,1,4,,,0,2,3,2,3,3,2,4,3,3,5,1,0,1,5,2,3,2,3,3,1,1,4,4,4,3,5,3,5,3,3,3,3
502,38.05782000000,-80.70442000000,25981,Quinwood,Greenbrier,Transitional,906,86232.7,6,3,3,3,3,2,3,3,2,5,1,3,3,5,3,3,3,4,3,3,3,2,1,4,4,4,4,1,1,4,3,3,2,1,2,1,1,5,5,3,2,5,3,1,4,3,4,3,2,4,3,4,2,2,2,2,4,3,4,1,3,4,2,4,3,3,3,0,5,3,4,3,4,3,4,3,1,1,1,3,,,0,3,3,3,4,3,3,4,4,3,1,5,5,5,3,3,5,5,5,5,3,3,3,2,2,3,3,3,3,3,3,3,3
503,37.96535500000,-80.68630200000,25984,Rupert,Greenbrier,Transitional,742,92255.6,5,1,1,5,5,1,2,5,1,3,1,3,4,3,4,3,1,1,2,5,3,4,5,4,1,4,1,2,5,1,1,1,5,5,5,3,3,3,5,1,1,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,3,1,3,5,5,5,3,1,3,3,5,5,3,5,1,2,1,3,3,3,1,1,2,1,3,1,3,1,4,4,1,5,5,5,5,1,5,1,5,2,3,1,1,1,1,1,5,4,4,5,5,5,5,5,5,5,5
504,37.96291000000,-80.68814000000,25984,Rupert,Greenbrier,Transitional,745,92248.2,3,3,4,2,3,4,3,2,3,3,4,1,2,3,4,4,4,4,3,4,3,3,3,4,4,4,3,3,2,4,3,4,4,3,3,2,2,5,2,4,3,2,2,1,2,3,3,2,2,4,4,3,2,2,2,2,2,1,2,1,4,5,3,3,2,3,3,2,3,4,3,3,4,3,3,3,4,3,1,4,,,0,2,4,2,5,3,3,4,4,3,2,3,3,3,2,1,4,4,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0
505,37.75782600000,-80.83410600000,25985,Sandstone,Summers,Distressed,712,95893.7,2,1,3,5,5,5,5,5,4,5,1,5,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,5,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,0,4,4,1,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1
506,38.10707000000,-80.87899000000,26680,Nallen,Fayette,Distressed,584,70030.4,4,2,3,4,2,2,3,3,2,5,1,4,5,5,5,5,3,4,3,3,2,2,2,4,4,4,3,3,2,4,1,2,4,3,4,3,5,4,3,2,2,3,4,2,4,3,5,5,2,4,3,4,3,2,1,1,4,2,4,2,2,2,2,4,4,2,4,4,4,2,4,4,3,2,1,3,2,2,1,4,,,0,2,3,2,4,3,2,4,4,3,5,1,5,2,5,2,3,2,2,2,2,2,4,5,5,4,4,3,4,3,3,3,3
507,38.30070495610,-81.48989868160,26680,Nallen,Fayette,Distressed,333,12737.6,4,5,3,2,3,3,2,2,2,4,3,2,3,4,4,3,3,5,2,4,2,3,2,4,3,4,4,2,2,4,4,4,1,2,2,1,5,4,4,3,3,2,3,3,3,2,4,3,2,4,2,4,2,2,1,1,3,3,3,3,3,5,3,4,3,3,3,3,4,3,4,3,0,2,0,0,2,2,1,3,,,0,2,3,2,4,3,2,4,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3
