Survey_ID,Lat,Long,Zip,City,County,Status,elevation,dist_to_spill,Q37_EDU,Q40_INCOME,Q1_Overall,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q2_f,Q2_g,Q2_h,Q2_i,Q2_j,Q2_k,Q3,Q4,Q10_a,Q10_b,Q10_c,Q10_d,Q10_e,Q11_a,Q11_b,Q11_c,Q11_d,Q11_e,Q11_f,Q11_g,Q11_h,Q11_i,Q11_j,Q11_k,Q12_a,Q12_b,Q12_c,Q12_d,Q12_e,Q13_a,Q13_b,Q13_c,Q13_d,Q13_e,Q13_f,Q13_g,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14_f,Q14_g,Q14_h,Q14_i,Q15_a,Q15_b,Q15_c,Q16_a,Q16_b,Q16_c,Q16_d,Q16_e,Q16_f,Q16_g,Q16_h,Q16_i,Q16_j,Q16_k,Q16_l,Q16_m,Q16_n,Q16_o,Q16_p,Q17_a,Q17_b,Q17_c,Q17_d,Q17_e,Q17_f,Q17_g,Q17_h,Q17_i,Q17_j,Q17_k,Q19_a,Q19_b,Q19_c,Q19_d,Q19_e,Q19_f,Q19_g,Q19_h,Q19_i,Q20_a,Q20_b,Q20_c,Q20_d,Q20_e,Q21,Q22_a,Q22_b,Q22_c,Q22_d,Q22_e,Q22_f,Q23,Q24,Q25,Q26_a,Q26_b,Q26_c,Q26_d,Q26_e,Q26_f,Q26_g,Q26_h
100,37.47239685060,-80.64240264890,24951,Lindside,Monroe,At_Risk,634,130705.2,6,3,5,2,2,3,3,3,2,5,3,2,4,4,5,4,5,1,3,3,4,1,1,4,4,4,4,3,1,5,5,5,1,4,1,1,3,5,3,3,3,5,5,1,5,5,5,5,3,4,3,3,3,2,1,1,3,3,3,3,4,5,3,5,5,3,3,4,4,3,3,3,0,3,3,4,1,1,1,4,,,0,2,4,3,5,4,3,5,5,5,4,2,4,3,3,3,4,3,3,3,3,2,4,3,3,3,4,4,4,4,3,3,3
101,37.39100646970,-81.04170227050,24957,Maxwelton,Greenbrier,Transitional,772,119354.1,6,4,4,4,2,3,2,2,2,5,2,2,3,5,4,4,2,4,2,2,3,2,2,4,4,4,3,2,2,4,2,4,4,4,4,4,4,4,3,3,2,4,3,1,4,4,4,3,2,4,2,4,2,2,1,2,4,2,4,2,2,4,2,3,2,2,4,4,4,2,4,3,4,4,2,4,4,3,3,5,,,0,4,4,3,5,4,4,4,5,4,3,2,4,2,4,2,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4
102,37.40102500000,-80.80019800000,24963,Peterstown,Monroe,At_Risk,495,128714.4,3,2,1,5,1,1,4,5,1,1,1,3,5,1,2,2,1,1,1,5,3,5,5,1,1,1,1,5,5,1,1,1,2,5,5,4,1,2,2,1,1,5,1,5,4,5,4,4,2,5,3,5,3,1,3,3,4,3,5,2,1,1,1,1,5,5,5,5,5,0,5,5,1,1,1,3,4,1,5,5,1,1,5,1,1,1,1,5,1,5,1,1,5,1,5,1,5,2,1,1,1,1,5,1,5,4,5,5,4,5,5,3,1,5,5
103,37.39100646970,-81.04170227050,24963,Peterstown,Monroe,At_Risk,772,119354.1,6,1,2,5,1,2,5,3,1,4,1,3,5,3,3,2,1,5,1,3,4,3,3,2,1,5,3,4,2,4,2,2,4,3,4,4,2,1,1,1,1,5,5,5,5,3,5,5,3,5,4,5,4,2,2,1,4,4,4,1,5,2,3,2,4,5,4,3,5,5,2,4,4,3,1,2,1,1,1,0,,,0,2,2,1,3,2,1,1,1,4,5,1,5,1,5,2,2,1,1,1,1,1,5,4,5,5,5,5,5,5,4,5,3
104,37.40048000000,-80.79331300000,24963,Peterstown,Monroe,At_Risk,527,129099.5,3,3,2,5,1,1,5,2,1,2,2,3,5,3,4,2,1,3,3,4,4,3,3,3,3,4,3,2,2,4,4,5,2,2,2,4,4,5,1,2,3,3,1,3,5,4,4,4,4,5,3,5,4,1,1,1,3,1,4,1,1,5,1,4,1,1,4,4,5,1,5,3,2,1,1,1,1,2,1,2,1,1,1,2,4,2,5,4,3,4,4,3,3,2,3,2,4,2,3,3,3,3,2,2,4,3,4,3,3,3,3,2,3,2,3
106,37.85110473630,-80.44660186770,24963,Peterstown,Monroe,At_Risk,703,116838.4,4,7,4,3,2,4,3,2,4,3,1,3,3,4,5,4,2,4,3,4,1,2,3,2,4,5,4,2,3,4,4,3,2,4,3,4,5,5,2,4,1,5,3,1,5,4,5,4,3,5,2,5,3,2,2,2,2,2,3,2,2,5,1,4,2,3,3,3,4,3,4,3,3,3,3,3,1,1,1,1,,,0,1,4,3,5,4,1,5,5,5,2,4,2,4,2,1,5,5,5,5,5,4,2,1,1,0,0,0,0,0,0,0,0
107,37.99187600000,-80.35216800000,24966,Renick,Greenbrier,Transitional,591,117601.4,3,3,2,4,4,2,4,4,4,4,1,3,5,5,4,3,1,5,3,3,2,4,0,0,0,3,0,0,5,5,5,0,0,0,5,4,3,5,2,2,5,5,0,5,0,4,0,0,5,5,5,4,1,1,0,0,1,1,5,1,3,5,1,2,5,1,5,2,5,1,5,5,1,1,1,1,2,2,1,1,0,2,2,2,4,3,4,0,1,3,3,3,0,5,4,3,3,3,5,5,4,4,0,0,2,2,2,2,2,2,2,2,3,3,2
108,37.33430480960,-80.96260070800,24966,Renick,Greenbrier,Transitional,521,128033.4,6,4,4,4,2,4,2,3,2,5,3,1,3,5,5,4,5,1,2,3,4,1,1,3,3,3,3,2,1,4,5,5,1,1,1,1,1,5,3,3,3,4,2,1,3,3,5,2,3,4,5,5,3,2,2,2,2,3,2,3,3,5,3,4,1,5,1,3,5,3,4,2,3,2,2,1,2,1,1,2,,,0,2,2,2,3,3,2,2,3,3,2,3,3,3,2,2,5,4,4,4,1,1,3,4,3,3,4,4,3,3,2,4,4
109,37.99409100000,-80.36187000000,24966,Renick,Greenbrier,Transitional,624,116718.3,7,6,5,2,2,5,1,1,2,5,2,1,2,5,5,3,1,5,3,2,4,1,1,2,4,5,5,2,1,5,5,5,1,4,4,3,1,5,5,5,1,3,1,1,4,2,5,5,1,5,4,5,2,2,2,2,4,1,4,1,1,1,1,4,1,4,3,2,5,1,5,3,2,3,3,4,3,3,2,2,1,3,3,4,4,2,5,4,3,4,5,5,2,3,2,1,3,2,4,3,3,4,3,2,3,4,4,4,3,3,5,2,2,4,3
110,37.74829700000,-80.47404100000,24970,Ronceverte,Greenbrier,Transitional,524,120922.4,4,2,3,4,2,4,2,2,2,5,3,2,3,5,3,2,1,1,2,5,4,2,3,2,3,4,3,3,3,4,3,4,4,3,2,1,5,5,5,3,3,4,3,2,4,2,4,3,1,4,2,4,1,2,2,2,4,2,4,1,1,2,2,3,2,3,3,2,5,3,4,4,4,3,3,3,1,2,1,2,,,0,3,4,3,5,4,3,5,4,4,3,3,4,4,3,1,3,4,4,3,4,3,2,3,4,0,0,0,0,0,0,0,0
111,37.75311500000,-80.46273100000,24970,Ronceverte,Greenbrier,Transitional,543,121435.0,6,2,3,2,4,3,4,4,2,4,2,3,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,3,3,1,2,1,4,3,3,4,3,4,2,5,3,3,3,0,3,4,3,3,2,3,3,4,3,3,4,3,3,2
112,37.74819000000,-80.46928000000,24970,Ronceverte,Greenbrier,Transitional,529,121272.8,5,4,4,3,3,4,3,3,2,4,4,3,4,4,4,3,2,4,1,3,2,3,4,3,3,4,3,3,3,4,4,3,3,4,4,4,5,4,3,2,2,4,4,3,4,4,4,4,3,4,3,4,3,2,2,2,4,3,3,3,3,5,3,4,2,3,4,3,3,3,4,4,2,2,1,1,1,1,1,4,,,0,2,3,3,3,3,2,2,3,3,4,2,4,3,4,2,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3
113,37.74850000000,-80.47165300000,24970,Ronceverte,Greenbrier,Transitional,511,121081.8,3,1,4,4,5,4,1,1,5,0,4,4,3,4,3,3,3,1,2,4,3,3,2,4,4,4,4,2,4,4,3,4,4,5,5,5,5,5,0,4,4,4,2,2,3,2,5,4,2,1,1,5,2,2,2,2,2,2,2,1,2,4,3,3,5,2,4,2,4,0,4,2,3,3,4,4,5,5,3,3,2,3,3,2,3,3,3,3,2,5,4,4,4,2,5,2,4,3,3,1,2,2,1,1,4,5,4,3,2,3,3,3,4,4,5
114,37.66538500000,-80.54545200000,24971,Sinks Grove,Monroe,At_Risk,679,121562.5,6,2,4,3,1,2,3,2,1,5,2,2,3,5,5,5,5,1,1,2,4,1,1,5,5,5,5,1,1,5,5,5,1,1,3,1,5,1,1,3,1,5,3,1,4,1,5,5,5,5,5,5,5,1,1,1,4,1,1,1,5,1,1,5,4,5,1,3,5,5,5,1,0,1,1,1,1,1,1,1,1,1,4,1,5,5,5,4,1,5,5,5,5,1,5,1,5,2,5,1,1,1,1,1,5,2,5,5,5,5,5,5,1,5,5
115,37.66463700000,-80.54442300000,24976,Sinks Grove,Monroe,At_Risk,672,121685.3,6,4,3,4,2,2,2,2,2,4,2,2,2,4,4,3,4,1,3,3,3,2,2,2,4,2,4,4,2,4,4,4,2,2,1,1,4,5,4,4,2,4,2,1,3,3,4,2,2,4,2,4,2,2,2,2,4,4,2,2,2,2,2,4,2,2,2,4,4,2,4,2,3,2,2,2,2,2,2,4,,,0,2,4,4,5,4,2,5,4,4,4,2,4,2,3,1,4,4,4,4,4,4,3,2,4,0,0,0,0,0,0,0,0
116,37.66589000000,-80.54126000000,24976,Sinks Grove,Monroe,At_Risk,661,121808.6,1,2,3,3,2,3,3,3,2,4,3,4,4,3,4,4,4,2,4,5,5,2,2,2,2,2,2,4,4,2,1,2,5,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,3,4,3,3,3,2,2,2,4,4,3,3,4,4,4,4,4,3,4,4,3,5,2,5,4,4,3,3,4,4,3,3,,,0,2,4,3,4,4,2,4,4,4,4,3,4,2,4,2,4,2,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4
117,37.66428900000,-80.54090600000,24976,Sinks Grove,Monroe,At_Risk,667,121947.1,6,4,4,3,2,4,2,2,2,5,4,1,4,5,4,2,1,4,1,3,4,2,2,2,2,4,4,3,2,4,4,4,1,1,2,4,2,5,3,2,3,2,3,1,2,3,4,3,1,2,2,4,1,2,1,3,4,4,4,1,5,5,2,4,2,3,4,4,4,2,4,3,0,4,2,3,2,3,2,2,2,4,5,3,3,4,5,4,3,3,4,4,5,1,5,1,5,2,3,1,1,1,1,1,5,5,5,4,5,5,3,3,3,4,3
118,37.65151000000,-80.75424800000,24981,Talcott,Summers,Distressed,467,109277.1,3,4,3,4,1,2,3,4,1,3,3,1,2,3,3,3,3,3,2,2,4,1,1,1,5,3,3,3,2,4,4,4,3,3,3,3,3,5,5,4,3,2,3,2,4,2,3,3,2,3,2,2,4,2,2,2,3,3,3,1,3,5,1,3,3,3,3,3,3,0,5,2,0,0,3,3,3,3,3,3,3,3,4,1,2,2,3,3,3,4,3,4,3,2,4,3,4,3,3,2,2,3,3,3,5,2,3,3,3,3,3,3,3,3,3
119,37.58632500000,-80.54614000000,24983,Union,Monroe,At_Risk,640,127365.0,3,2,3,2,3,2,2,3,2,2,2,2,4,3,4,2,5,0,1,2,3,1,2,3,4,4,4,2,2,4,4,2,1,4,1,3,1,5,5,3,2,3,3,2,2,2,4,4,1,2,2,4,2,2,2,2,3,3,2,2,4,4,3,3,2,3,2,3,4,3,4,3,0,4,3,3,3,4,3,3,,,0,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,1,1,3,4,4,4,2,2,4,3
120,37.58632500000,-80.54614000000,24983,Union,Monroe,At_Risk,640,127365.0,5,6,3,2,2,2,2,4,2,4,1,3,4,4,3,3,2,5,4,3,2,3,2,2,3,4,4,2,2,4,2,2,4,4,4,4,5,4,1,1,2,4,4,3,5,4,5,5,3,5,4,4,3,2,1,1,4,1,5,1,1,5,1,5,2,2,4,4,4,1,4,4,4,4,2,1,2,1,1,4,,,0,2,2,4,4,4,3,4,4,4,4,2,5,2,4,2,2,1,1,1,1,1,4,5,4,4,4,4,5,3,2,4,3
121,37.59144000000,-80.54365000000,24983,Union,Monroe,At_Risk,633,127136.9,6,5,3,4,1,2,3,4,2,5,3,1,4,2,5,3,2,2,2,4,2,1,5,2,2,5,1,3,5,5,2,5,2,4,3,4,5,4,1,3,1,5,3,2,4,3,5,5,3,5,5,4,4,2,1,1,3,1,4,1,1,4,3,4,3,4,5,4,5,5,5,3,0,1,2,2,5,5,3,5,,,0,1,4,2,3,4,1,4,3,4,4,4,2,2,4,2,1,4,4,2,2,2,2,4,4,2,2,5,4,2,1,5,4
122,37.59251400000,-80.53515900000,24983,Union,Monroe,At_Risk,658,127604.7,2,1,4,1,4,4,2,1,3,5,4,1,3,5,5,3,5,1,2,1,2,1,1,5,5,5,5,1,1,5,5,5,1,3,1,2,4,5,4,4,4,2,2,1,3,3,1,2,2,2,1,1,1,2,2,2,2,1,3,1,5,2,1,5,3,5,1,4,4,1,4,1,2,3,3,3,3,3,3,3,2,2,5,2,4,4,4,3,3,3,4,4,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,4,4,4,3,2,2,2
123,37.59143800000,-80.54364800000,24983,Union,Monroe,At_Risk,633,127137.2,5,2,5,4,2,1,1,1,1,4,1,2,1,2,5,3,1,5,1,5,3,3,3,4,3,3,4,2,2,4,4,3,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,2,4,5,3,4,3,2,4,4,2,4,2,2,5,3,1,2,1,1,1,1,1,3,3,5,5,5,5,5,5,5,5,5,3,3,4,2,4,1,5,0,0,0,0,0,3,3,4,3,2,2,4,3,3,3,3
124,37.59145000000,-80.70158000000,24985,Wayside,Monroe,At_Risk,652,117326.4,4,3,4,5,1,3,4,3,2,5,2,3,5,5,4,3,3,5,3,5,4,2,2,2,2,4,4,2,2,4,2,2,1,5,1,4,4,4,4,2,2,4,4,2,5,3,4,3,3,5,3,4,3,2,2,0,4,2,4,2,2,4,2,3,2,3,5,3,4,2,4,4,4,3,2,4,1,1,5,0,,,0,3,4,3,4,4,2,4,4,4,5,1,4,2,5,1,4,2,2,2,2,1,4,4,4,0,0,0,0,0,0,0,0
125,37.80385900000,-80.28282100000,24986,White Sulphur Springs,Greenbrier,Transitional,591,131974.5,1,7,1,5,5,1,5,5,1,4,5,5,5,5,2,1,3,4,1,1,3,3,5,0,5,1,1,5,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,2,5,5,5,5,2,5,5,3,2,3,3,3,5,5,3,1,1,5,1,5,1,1,1,1,5,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,5,2,5,5,5,1,1,5,5,0,0,5,5,1,1,1,1,5,5,5,1,5,1,5
126,37.79633100000,-80.30547000000,24986,White Sulphur Springs,Greenbrier,Transitional,571,130639.5,6,4,3,3,2,3,2,2,4,4,3,2,3,4,0,2,2,1,2,4,4,2,2,3,4,4,4,2,2,4,4,4,2,3,3,3,3,4,4,3,3,3,3,2,4,4,4,4,2,4,2,4,2,2,2,2,4,2,2,2,2,4,3,3,2,0,3,0,4,2,4,4,3,4,4,4,4,3,3,4,,,0,3,4,3,4,4,4,4,4,4,3,3,4,2,3,2,4,3,3,3,3,3,3,4,4,3,3,4,3,3,3,4,3
127,37.80304500000,-80.28934100000,24986,White Sulphur Springs,Greenbrier,Transitional,580,131515.3,3,2,3,3,5,3,3,3,2,4,1,3,4,4,4,4,5,5,0,0,3,3,3,2,4,4,4,1,3,5,4,3,2,4,4,1,4,5,2,1,3,4,4,1,5,4,5,5,2,5,3,5,3,2,2,2,5,1,5,1,1,5,1,5,3,3,5,3,5,1,5,4,0,2,1,2,1,1,1,1,1,2,2,3,3,1,5,4,1,5,5,3,2,1,2,3,2,2,3,4,0,3,2,1,2,3,2,3,4,3,4,2,1,2,2
128,37.80311300000,-80.29380200000,24986,White Sulphur Springs,Greenbrier,Transitional,617,131168.1,4,3,3,3,2,3,3,3,2,4,2,3,4,4,5,3,2,4,2,3,4,4,5,1,1,3,3,4,5,4,1,2,4,4,4,1,4,3,4,2,3,3,3,3,4,4,4,3,3,3,3,3,3,2,0,0,4,4,4,3,2,4,4,4,3,2,4,3,4,3,4,4,3,3,3,3,3,3,3,3,,,0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
129,37.80315900000,-80.30128600000,24986,White Sulphur Springs,Greenbrier,Transitional,577,130589.7,3,2,3,4,2,2,2,2,2,4,2,2,2,2,2,2,1,1,3,4,2,2,3,1,1,2,3,3,4,4,4,4,3,3,3,3,5,2,2,2,2,2,2,4,5,3,4,3,2,5,5,5,4,3,3,3,4,4,5,3,2,5,4,4,4,1,4,1,5,3,2,4,3,3,3,3,3,3,3,3,2,2,2,4,3,0,4,3,0,2,4,2,3,3,3,2,3,2,3,3,3,3,0,1,4,4,4,2,2,2,2,2,3,3,4
131,37.79029400000,-80.30650000000,24986,White Sulphur Springs,Greenbrier,Transitional,567,130891.9,6,5,4,3,2,4,3,3,4,2,3,3,3,2,3,2,3,4,3,3,2,3,4,2,3,4,3,2,3,4,4,4,3,2,4,3,3,4,3,3,3,3,4,1,4,4,5,4,3,4,3,5,3,2,2,2,4,3,5,2,1,4,2,3,3,2,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,1,4,2,3,2,3,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,3
132,37.79707700000,-80.29311600000,24986,White Sulphur Springs,Greenbrier,Transitional,591,131546.8,7,3,4,2,2,3,2,2,3,3,0,1,3,3,5,1,2,5,1,3,1,2,4,4,4,4,2,2,2,4,2,3,4,3,4,2,4,5,4,3,3,4,3,1,4,4,4,3,4,4,2,3,2,2,2,2,4,1,5,2,2,4,1,3,4,3,4,3,4,2,5,4,3,4,2,4,3,3,3,3,2,4,4,4,5,5,5,4,4,5,4,4,2,3,3,2,3,2,4,2,4,2,1,1,2,3,4,4,3,3,3,3,2,3,3
133,37.79816200000,-80.30787200000,24986,White Sulphur Springs,Greenbrier,Transitional,573,130355.4,6,3,4,3,2,4,2,2,3,5,3,1,3,5,5,4,1,5,1,5,2,1,1,2,2,5,4,2,1,5,4,4,1,2,1,1,1,5,5,3,3,1,3,1,1,3,5,3,1,5,1,5,1,2,2,2,3,1,5,1,1,5,1,5,1,3,5,5,5,1,5,5,0,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,2,1,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,1,1,3,1
134,37.79850100000,-80.29105700000,24986,White Sulphur Springs,Greenbrier,Transitional,593,131627.9,8,2,4,3,2,4,3,4,2,4,2,2,4,4,3,3,4,1,4,3,3,2,2,3,3,4,4,3,2,4,4,4,4,3,3,4,4,4,2,4,3,4,3,2,4,4,4,4,2,4,2,4,2,1,2,1,2,3,3,1,4,4,3,4,2,2,3,3,4,3,4,3,4,4,2,4,2,2,1,4,,,0,4,4,2,4,4,4,4,4,4,3,2,4,2,4,2,4,3,3,3,2,2,3,4,4,4,4,4,4,3,2,4,3
135,37.85110473630,-80.44660186770,24986,White Sulphur Springs,Greenbrier,Transitional,703,116838.4,8,2,4,4,2,4,2,2,3,4,4,4,2,3,2,2,5,1,1,4,4,2,2,2,4,4,4,2,2,4,4,4,1,1,1,1,2,4,4,4,4,2,3,1,4,4,4,4,2,4,2,2,2,2,2,2,3,4,4,2,4,4,3,4,5,5,4,4,5,4,2,4,0,2,2,4,2,4,2,4,,,0,2,4,2,4,4,2,4,4,4,2,4,2,4,2,1,4,4,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0
136,37.79165100000,-80.28934100000,24986,White Sulphur Springs,Greenbrier,Transitional,575,132131.4,5,2,5,2,4,5,1,1,4,5,5,1,2,5,3,3,1,1,1,5,3,1,2,4,4,4,3,1,2,5,3,5,3,2,1,1,1,5,3,4,4,2,2,1,2,1,5,3,1,5,1,4,2,2,2,2,4,5,1,1,5,5,4,3,1,5,2,3,5,4,2,3,3,4,1,3,4,4,2,2,1,2,4,4,4,1,5,2,3,5,4,4,2,3,3,2,4,2,3,4,4,4,2,2,5,4,4,2,1,5,4,2,2,5,3
137,38.35980224610,-81.53659820560,25003,Alum Creek,Kanawha,Transitional,304,6240.0,5,2,2,4,2,2,4,4,2,4,1,4,4,4,2,2,2,4,2,4,4,3,3,3,3,4,3,3,3,3,2,2,4,4,2,2,4,3,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,1,1,4,3,4,2,4,4,4,4,3,3,4,4,4,4,2,4,3,2,2,2,2,2,2,4,,,0,2,4,2,4,3,2,2,4,3,4,2,4,2,4,2,4,2,0,2,2,2,4,4,4,4,4,4,4,4,4,4,4
138,38.28997900000,-81.80236300000,25003,Alum Creek,Kanawha,Transitional,265,19189.1,5,3,3,2,2,3,2,4,2,5,2,1,3,5,4,4,2,3,2,5,3,1,1,3,3,5,3,3,2,1,4,4,2,4,4,2,1,4,4,0,2,1,3,2,1,2,5,3,2,4,2,5,3,2,2,2,1,2,5,1,1,5,2,1,2,2,2,5,5,2,4,4,2,4,3,3,4,5,4,4,1,3,4,2,3,0,4,0,3,3,3,2,4,4,2,2,3,2,1,5,5,5,5,0,2,2,2,1,1,1,1,1,1,1,1
139,38.48249816890,-81.64469909670,25003,Alum Creek,Kanawha,Transitional,202,13018.7,5,3,3,4,2,2,4,4,2,3,1,4,5,2,4,4,1,3,1,5,4,5,5,5,1,2,1,5,5,2,2,2,5,5,5,4,4,4,3,1,5,5,5,3,4,4,5,4,3,5,4,3,4,0,0,0,4,5,3,2,4,5,4,4,3,5,3,3,3,4,3,3,1,1,1,1,1,1,1,1,,,0,1,4,3,4,3,2,3,3,3,4,3,2,4,2,1,4,5,5,5,5,4,2,1,1,0,0,0,0,0,0,0,0
140,38.49429321290,-81.46679687500,25003,Alum Creek,Kanawha,Transitional,299,18527.8,6,5,3,4,2,2,4,2,2,5,2,2,4,4,4,3,1,1,1,5,3,4,4,2,2,4,2,4,4,2,2,2,4,4,4,1,1,4,2,2,2,4,4,2,2,4,4,4,4,4,4,4,2,1,1,1,4,4,4,2,4,4,2,4,4,3,4,2,4,4,4,4,2,2,2,3,1,3,2,4,,,0,3,2,2,3,3,2,3,3,3,2,3,4,2,4,1,4,4,4,4,3,3,3,2,2,0,0,0,0,0,0,0,0
141,37.81640625000,-81.23290252690,25007,Arnett,Raleigh,At_Risk,675,69537.1,3,3,2,5,5,1,5,5,1,4,1,2,5,2,4,2,1,3,2,5,2,3,4,1,1,1,1,4,5,4,3,3,5,5,4,3,5,2,4,1,1,5,5,3,5,5,5,2,5,5,5,5,5,1,1,1,3,1,5,1,2,5,3,5,4,2,4,4,4,3,3,5,1,2,2,4,1,3,2,2,,,0,3,3,2,4,3,2,4,4,4,1,5,5,1,5,2,1,1,1,1,1,1,5,5,5,4,5,5,5,4,5,5,5
142,37.86520385740,-81.19680023190,25007,Arnett,Raleigh,At_Risk,722,66465.9,3,3,3,3,2,2,2,3,2,4,2,3,4,4,5,4,1,1,1,5,3,4,4,2,2,3,2,3,4,2,2,2,4,5,5,1,5,4,4,2,2,3,4,3,4,4,4,3,3,3,3,4,3,0,0,2,2,3,3,2,4,4,2,4,2,2,3,4,3,2,4,3,2,2,2,3,2,1,1,1,,,0,3,4,2,4,4,3,4,4,4,3,3,4,3,4,3,4,3,2,3,3,3,3,4,3,2,3,3,3,2,3,3,3
143,38.31019592290,-81.67700195310,25009,Ashford,Boone,Distressed,267,8938.0,6,4,2,4,1,1,3,3,1,1,3,3,4,4,2,2,1,4,1,4,4,2,2,5,5,3,4,2,1,5,5,5,4,4,5,4,4,3,1,2,3,4,3,5,5,4,4,4,2,5,2,2,3,0,0,0,4,2,3,1,4,5,3,3,2,3,3,2,5,2,5,3,3,1,1,3,3,1,1,4,,,0,1,3,1,1,2,1,3,1,1,4,2,5,1,5,2,2,1,1,1,1,1,5,5,5,4,5,5,5,4,2,4,4
144,38.17945100000,-81.71241000000,25009,Ashford,Boone,Distressed,208,22959.7,8,4,4,3,3,5,2,3,1,5,0,1,5,5,5,4,4,3,2,2,4,3,5,1,1,5,2,3,3,4,1,5,3,3,3,1,5,5,1,4,4,1,4,1,5,3,3,2,4,5,5,5,2,3,2,3,1,3,0,1,1,5,1,3,0,2,5,2,3,2,2,4,2,1,1,3,5,5,1,1,1,1,3,1,3,4,0,3,1,5,5,5,3,3,2,3,3,1,3,3,2,3,3,3,3,4,3,4,3,4,3,4,3,4,4
145,37.92177300000,-81.68928200000,25021,Bim,Boone,Distressed,290,50140.9,3,1,2,3,3,3,3,5,5,4,3,3,5,4,4,4,1,1,1,5,5,5,5,3,3,4,3,3,3,4,2,2,2,2,1,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,3,1,3,2,5,3,3,3,5,5,5,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,38.04010009770,-81.88559722900,25031,Boomer,Fayette,Distressed,263,43890.9,7,4,4,4,2,3,1,2,2,4,3,1,1,4,3,3,2,5,3,4,2,3,2,4,4,4,4,2,2,4,4,4,1,1,1,1,1,4,3,3,3,2,2,1,1,1,4,1,1,4,1,4,1,2,2,1,3,3,4,2,2,4,2,4,2,3,2,4,4,2,4,4,4,4,4,4,5,5,3,5,,,0,4,4,3,4,4,4,4,5,5,3,4,3,3,4,2,2,2,2,2,2,2,4,4,4,4,2,2,4,3,2,2,1
147,38.24169921880,-81.58319854740,25040,Charlton Heights,Fayette,Distressed,331,14275.6,4,1,1,5,2,1,5,5,1,4,2,5,5,4,3,2,1,2,1,5,2,5,5,2,2,4,1,5,5,2,2,2,4,5,5,3,5,1,3,1,1,4,5,5,5,4,4,5,4,5,4,5,4,0,0,1,3,4,5,1,3,5,4,4,3,3,4,3,4,4,3,4,1,1,1,3,1,1,1,5,,,0,1,3,1,1,3,1,3,2,2,4,1,5,1,4,2,5,3,2,2,2,1,5,4,4,4,4,4,4,4,2,4,4
148,37.83070373540,-81.96990203860,25047,Clothier,Logan,Distressed,214,67671.2,4,3,3,3,2,2,4,4,2,4,3,2,3,3,5,4,2,2,1,4,4,3,2,4,4,4,4,2,2,5,4,5,3,3,3,1,4,3,2,3,3,4,3,3,2,2,4,3,4,3,3,4,2,1,1,1,3,2,4,1,4,4,2,4,2,4,3,2,4,2,4,3,4,4,4,4,4,2,2,5,,,0,3,4,3,4,4,3,4,4,4,3,4,3,3,3,1,5,5,4,3,4,4,2,1,1,0,0,0,0,0,0,0,0
149,38.12963900000,-81.61189300000,25049,Comfort,Boone,Distressed,212,26559.7,3,1,3,3,1,3,2,3,1,3,2,3,3,3,3,2,1,1,1,4,4,5,5,1,3,5,3,4,5,5,1,3,3,5,5,3,2,3,2,2,2,4,4,1,5,5,5,5,4,0,3,5,3,1,1,1,4,5,0,4,4,4,4,5,3,5,2,3,5,0,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,3,2,2,3,2,4,3,3,1,5,4,4,3,3,3,3,2,2,5,5,4,4,5,3,3,5
